"datetime"	"wtr_0"	"wtr_0.25"	"wtr_0.5"	"wtr_0.75"	"wtr_1.25"	"wtr_1.5"	"wtr_2"
2020-05-25 12:30:00	24.06222222	23.1	21.95111111	21.09111111	19.09222222	17.855	15.28222222
2020-05-25 13:00:00	24.44777778	23.67722222	22.04611111	21.18722222	19.18722222	17.95	15.28222222
2020-05-25 13:30:00	24.545	23.38777778	22.04611111	21.18722222	19.18722222	17.95	15.28222222
2020-05-25 14:00:00	25.51277778	23.67722222	22.23777778	21.37777778	19.28222222	18.045	15.37777778
2020-05-25 14:30:00	25.61	24.73777778	22.62111111	21.66388889	19.47222222	18.14	15.37777778
2020-05-25 15:00:00	25.51277778	24.06222222	22.42888889	21.47277778	19.37722222	18.14	15.37777778
2020-05-25 15:30:00	26.48777778	24.545	22.62111111	21.66388889	19.47222222	18.23611111	15.37777778
2020-05-25 16:00:00	26.585	24.64111111	22.71722222	21.66388889	19.56722222	18.23611111	15.37777778
2020-05-25 16:30:00	26.585	24.35111111	22.62111111	21.66388889	19.47222222	18.23611111	15.37777778
2020-05-25 17:00:00	26.48777778	24.35111111	22.62111111	21.66388889	19.56722222	18.33111111	15.37777778
2020-05-25 17:30:00	25.805	23.86888889	22.525	21.66388889	19.47222222	18.23611111	15.37777778
2020-05-25 18:00:00	25.51277778	24.06222222	22.525	21.66388889	19.47222222	18.33111111	15.37777778
2020-05-25 18:30:00	24.255	24.06222222	22.71722222	21.76	19.66222222	18.52111111	15.47277778
2020-05-25 19:00:00	24.15777778	23.86888889	23.19611111	21.855	19.66222222	18.42611111	15.47277778
2020-05-25 19:30:00	23.58111111	23.77277778	23.1	21.76	19.66222222	18.52111111	15.47277778
2020-05-25 20:00:00	23.48388889	23.58111111	23.1	21.95111111	19.75777778	18.61611111	15.47277778
2020-05-25 20:30:00	23.38777778	23.38777778	23.1	21.95111111	19.75777778	18.61611111	15.47277778
2020-05-25 21:00:00	23.29222222	23.38777778	23.00388889	21.95111111	19.75777778	18.61611111	15.47277778
2020-05-25 21:30:00	23.19611111	23.29222222	23.00388889	21.95111111	19.75777778	18.61611111	15.47277778
2020-05-25 22:00:00	23.1	23.19611111	23.00388889	21.855	19.75777778	18.61611111	15.47277778
2020-05-25 22:30:00	23.00388889	23.1	22.90777778	21.95111111	19.75777778	18.52111111	15.47277778
2020-05-25 23:00:00	22.90777778	23.00388889	22.90777778	21.855	19.75777778	18.52111111	15.47277778
2020-05-25 23:30:00	22.81222222	22.81222222	22.81222222	21.95111111	19.75777778	18.52111111	15.47277778
2020-05-26 00:00:00	22.71722222	22.81222222	22.81222222	21.855	19.75777778	18.52111111	15.47277778
2020-05-26 00:30:00	22.62111111	22.71722222	22.71722222	21.855	19.75777778	18.52111111	15.47277778
2020-05-26 01:00:00	22.62111111	22.62111111	22.62111111	21.855	19.75777778	18.52111111	15.47277778
2020-05-26 01:30:00	22.525	22.62111111	22.62111111	21.855	19.75777778	18.52111111	15.47277778
2020-05-26 02:00:00	22.42888889	22.525	22.525	21.855	19.66222222	18.52111111	15.47277778
2020-05-26 02:30:00	22.33277778	22.42888889	22.42888889	21.855	19.66222222	18.52111111	15.47277778
2020-05-26 03:00:00	22.23777778	22.33277778	22.33277778	21.855	19.66222222	18.52111111	15.47277778
2020-05-26 03:30:00	22.23777778	22.33277778	22.23777778	21.855	19.66222222	18.42611111	15.47277778
2020-05-26 04:00:00	22.14222222	22.23777778	22.23777778	21.855	19.66222222	18.42611111	15.47277778
2020-05-26 04:30:00	22.04611111	22.14222222	22.14222222	21.855	19.66222222	18.42611111	15.47277778
2020-05-26 05:00:00	22.04611111	22.14222222	22.14222222	21.855	19.66222222	18.42611111	15.47277778
2020-05-26 05:30:00	21.95111111	22.04611111	22.04611111	21.76	19.66222222	18.42611111	15.47277778
2020-05-26 06:00:00	21.95111111	22.04611111	22.04611111	21.76	19.66222222	18.42611111	15.47277778
2020-05-26 06:30:00	21.95111111	22.04611111	21.95111111	21.76	19.66222222	18.42611111	15.47277778
2020-05-26 07:00:00	21.855	22.04611111	21.95111111	21.76	19.66222222	18.42611111	15.47277778
2020-05-26 07:30:00	21.855	21.95111111	21.95111111	21.76	19.66222222	18.42611111	15.47277778
2020-05-26 08:00:00	21.855	22.04611111	21.95111111	21.76	19.66222222	18.42611111	15.47277778
2020-05-26 08:30:00	22.04611111	22.33277778	22.04611111	21.855	19.66222222	18.42611111	15.47277778
2020-05-26 09:00:00	22.14222222	22.42888889	22.04611111	21.855	19.75777778	18.42611111	15.47277778
2020-05-26 09:30:00	22.33277778	22.525	22.23777778	21.95111111	19.75777778	18.52111111	15.47277778
2020-05-26 10:00:00	22.71722222	22.81222222	22.33277778	22.04611111	19.75777778	18.52111111	15.47277778
2020-05-26 10:30:00	23.00388889	23.1	22.42888889	22.14222222	19.85277778	18.52111111	15.47277778
2020-05-26 11:00:00	23.19611111	23.29222222	22.525	22.14222222	19.85277778	18.61611111	15.47277778
2020-05-26 11:30:00	23.48388889	23.38777778	22.525	22.23777778	19.94777778	18.61611111	15.47277778
2020-05-26 12:00:00	23.96611111	23.67722222	22.71722222	22.33277778	19.94777778	18.61611111	15.47277778
2020-05-26 12:30:00	24.15777778	23.77277778	22.81222222	22.33277778	19.94777778	18.71111111	15.47277778
2020-05-26 13:00:00	24.545	24.64111111	23.00388889	22.62111111	20.13777778	18.80611111	15.47277778
2020-05-26 13:30:00	25.61	24.15777778	23.00388889	22.525	20.13777778	18.80611111	15.56888889
2020-05-26 14:00:00	25.51277778	24.15777778	23.00388889	22.525	20.13777778	18.80611111	15.56888889
2020-05-26 14:30:00	25.90222222	24.93111111	23.38777778	22.81222222	20.23388889	18.90111111	15.56888889
2020-05-26 15:00:00	25.70777778	24.06222222	23.19611111	22.62111111	20.23388889	18.90111111	15.56888889
2020-05-26 15:30:00	25.22222222	24.255	23.29222222	22.71722222	20.23388889	18.90111111	15.56888889
2020-05-26 16:00:00	25.125	24.35111111	23.19611111	22.71722222	20.23388889	18.90111111	15.56888889
2020-05-26 16:30:00	25.02777778	24.255	23.29222222	22.62111111	20.23388889	18.99611111	15.56888889
2020-05-26 17:00:00	24.73777778	24.73777778	23.29222222	22.62111111	20.23388889	18.90111111	15.56888889
2020-05-26 17:30:00	24.835	24.93111111	23.38777778	22.81222222	20.32888889	18.90111111	15.56888889
2020-05-26 18:00:00	25.31888889	25.02777778	23.58111111	22.90777778	20.42388889	18.99611111	15.56888889
2020-05-26 18:30:00	25.22222222	24.93111111	23.58111111	22.81222222	20.32888889	18.99611111	15.56888889
2020-05-26 19:00:00	25.125	24.835	23.48388889	22.81222222	20.32888889	18.99611111	15.66388889
2020-05-26 19:30:00	24.73777778	24.73777778	23.48388889	22.81222222	20.32888889	18.99611111	15.66388889
2020-05-26 20:00:00	24.64111111	24.64111111	23.48388889	22.81222222	20.32888889	18.99611111	15.66388889
2020-05-26 20:30:00	24.255	24.35111111	23.48388889	22.71722222	20.32888889	18.99611111	15.66388889
2020-05-26 21:00:00	24.35111111	24.15777778	23.48388889	22.71722222	20.32888889	18.90111111	15.66388889
2020-05-26 21:30:00	24.15777778	24.15777778	23.48388889	22.71722222	20.32888889	18.90111111	15.66388889
2020-05-26 22:00:00	24.06222222	24.06222222	23.48388889	22.71722222	20.32888889	18.90111111	15.66388889
2020-05-26 22:30:00	23.86888889	23.96611111	23.48388889	22.71722222	20.32888889	18.90111111	15.66388889
2020-05-26 23:00:00	23.77277778	23.86888889	23.48388889	22.71722222	20.32888889	18.90111111	15.66388889
2020-05-26 23:30:00	23.58111111	23.67722222	23.48388889	22.71722222	20.32888889	18.90111111	15.66388889
2020-05-27 00:00:00	23.48388889	23.58111111	23.48388889	22.71722222	20.32888889	18.90111111	15.66388889
2020-05-27 00:30:00	23.29222222	23.48388889	23.38777778	22.71722222	20.23388889	18.90111111	15.66388889
2020-05-27 01:00:00	23.29222222	23.38777778	23.29222222	22.62111111	20.23388889	18.90111111	15.66388889
2020-05-27 01:30:00	23.19611111	23.29222222	23.29222222	22.62111111	20.23388889	18.90111111	15.66388889
2020-05-27 02:00:00	23.1	23.19611111	23.19611111	22.62111111	20.23388889	18.80611111	15.66388889
2020-05-27 02:30:00	23.1	23.19611111	23.19611111	22.62111111	20.23388889	18.80611111	15.66388889
