"datetime"	"wnd"
2020-06-12 09:00:00	0.297067501
2020-06-12 10:00:00	0.495444792
2020-06-12 11:00:00	0.753634332
2020-06-12 12:00:00	1.14640143
2020-06-12 13:00:00	1.31786321
2020-06-12 14:00:00	1.263035315
2020-06-12 15:00:00	1.397612874
2020-06-12 16:00:00	1.711627179
2020-06-12 17:00:00	1.580040232
2020-06-12 18:00:00	1.23213232
2020-06-12 19:00:00	0.89917747
2020-06-12 20:00:00	0.088721502
2020-06-12 21:00:00	0.804474743
2020-06-12 22:00:00	0.755628073
2020-06-12 23:00:00	0.975936522
2020-06-13 00:00:00	0.767590523
2020-06-13 01:00:00	0.593138131
2020-06-13 02:00:00	1.525212338
2020-06-13 03:00:00	1.703652213
2020-06-13 04:00:00	1.538171658
2020-06-13 05:00:00	1.812311131
2020-06-13 06:00:00	2.208068842
2020-06-13 07:00:00	2.27884667
2020-06-13 08:00:00	3.457147966
2020-06-13 09:00:00	4.308475637
2020-06-13 10:00:00	3.995458203
2020-06-13 11:00:00	3.589731784
2020-06-13 12:00:00	3.564810013
2020-06-13 13:00:00	3.986486366
2020-06-13 14:00:00	3.999445686
2020-06-13 15:00:00	4.086173447
2020-06-13 16:00:00	4.339378632
2020-06-13 17:00:00	4.131032633
2020-06-13 18:00:00	3.769168529
2020-06-13 19:00:00	3.668484578
2020-06-13 20:00:00	3.808046491
2020-06-13 21:00:00	3.249798838
2020-06-13 22:00:00	3.284689316
2020-06-13 23:00:00	2.995596781
2020-06-14 00:00:00	3.087308896
2020-06-14 01:00:00	3.09229325
2020-06-14 02:00:00	3.10525257
2020-06-14 03:00:00	3.504000894
2020-06-14 04:00:00	3.83197139
2020-06-14 05:00:00	3.576772463
2020-06-14 06:00:00	3.666490836
2020-06-14 07:00:00	3.848918194
2020-06-14 08:00:00	4.31246312
2020-06-14 09:00:00	4.519812249
2020-06-14 10:00:00	4.635449262
2020-06-14 11:00:00	4.959432275
2020-06-14 12:00:00	5.104975414
2020-06-14 13:00:00	5.191703174
2020-06-14 14:00:00	5.192700045
2020-06-14 15:00:00	5.488770675
2020-06-14 16:00:00	5.480795709
2020-06-14 17:00:00	5.388086723
2020-06-14 18:00:00	5.612382655
2020-06-14 19:00:00	5.573504694
2020-06-14 20:00:00	4.911582477
2020-06-14 21:00:00	3.531913277
2020-06-14 22:00:00	3.149114886
2020-06-14 23:00:00	3.230858292
