"doy","pond","site_id","vertical_m","odo_mgL","odo_sat","temp_c","barometer","sp_cond","tds","chla_RFU","chla_ugL","pc_RFU","pc_ugL"
171,"F","F4",0.84,10.19,124,25.2222222222222,734.8,263.9,172,1.71,7.02,-0.14,-0.2
171,"F","F4",0.855,10.19,124,25.2222222222222,734.8,263.9,172,3.33,13.42,-0.14,-0.2
171,"F","F4",0.863,10.2,124,25.2222222222222,734.8,263.9,172,2.3,9.38,-0.14,-0.2
171,"F","F4",0.87,10.2,124.1,25.2222222222222,734.8,263.9,172,1.73,7.11,-0.14,-0.2
171,"F","F4",0.879,10.2,124.1,25.2222222222222,734.8,263.9,172,1.58,6.52,-0.14,-0.2
171,"F","F4",0.894,10.21,124.1,25.2222222222222,734.8,263.9,172,1.58,6.52,-0.13,-0.2
171,"F","F4",0.898,10.21,124.2,25.2222222222222,734.8,263.9,172,1.37,5.71,-0.14,-0.2
171,"F","F4",0.906,10.21,124.2,25.2222222222222,734.8,263.9,172,1.43,5.95,-0.14,-0.2
171,"F","F4",0.919,10.21,124.2,25.2222222222222,734.8,263.9,172,1.43,5.94,-0.14,-0.2
171,"F","F4",0.927,10.22,124.2,25.2222222222222,734.8,263.9,172,1.83,7.5,-0.14,-0.2
171,"F","F4",0.934,10.22,124.3,25.2222222222222,734.8,263.9,172,1.28,5.35,-0.14,-0.2
171,"F","F4",0.946,10.22,124.3,25.2222222222222,734.7,263.9,172,1.53,6.32,-0.14,-0.2
171,"F","F4",0.951,10.22,124.3,25.2222222222222,734.7,263.9,172,1.48,6.12,-0.14,-0.2
171,"F","F4",0.955,10.22,124.4,25.2222222222222,734.7,263.9,172,1.38,5.72,-0.14,-0.2
171,"F","F4",0.964,10.23,124.4,25.2222222222222,734.7,263.9,172,1.38,5.72,-0.14,-0.2
171,"F","F4",0.969,10.23,124.4,25.2222222222222,734.7,263.9,172,1.38,5.72,-0.15,-0.21
171,"F","F4",0.973,10.23,124.4,25.2222222222222,734.7,263.9,172,1.38,5.72,-0.15,-0.21
171,"F","F4",0.977,10.23,124.4,25.2222222222222,734.7,263.9,172,1.4,5.8,-0.15,-0.21
171,"F","F4",0.99,10.23,124.5,25.2222222222222,734.7,263.9,172,1.44,5.95,-0.15,-0.21
171,"F","F4",0.995,10.24,124.5,25.2222222222222,734.8,263.9,172,1.82,7.48,-0.16,-0.21
171,"F","F4",1.002,10.24,124.5,25.2222222222222,734.8,263.9,172,0.94,3.99,-0.16,-0.21
171,"F","F4",1.013,10.24,124.5,25.2222222222222,734.8,263.9,172,1.58,6.52,-0.15,-0.21
171,"F","F4",1.018,10.24,124.5,25.2222222222222,734.8,263.9,172,1.97,8.06,-0.15,-0.21
171,"F","F4",1.022,10.24,124.5,25.2222222222222,734.8,263.9,172,1.43,5.92,-0.15,-0.21
171,"F","F4",1.027,10.24,124.5,25.2222222222222,734.8,263.9,172,3.57,14.4,-0.15,-0.21
171,"F","F5",0.013,10.71,130.2,25.2222222222222,734.8,265.3,172,1.92,7.87,-0.2,-0.24
171,"F","F5",0.026,10.72,130.3,25.2222222222222,734.8,265.3,172,1.92,7.86,-0.2,-0.24
171,"F","F5",0.034,10.73,130.4,25.2222222222222,734.8,265.3,172,1.92,7.87,-0.2,-0.24
171,"F","F5",0.041,10.73,130.5,25.2222222222222,734.8,265.3,172,1.92,7.85,-0.2,-0.24
171,"F","F5",0.065,10.74,130.6,25.2222222222222,734.8,265.3,172,1.93,7.91,-0.2,-0.24
171,"F","F5",0.076,10.75,130.7,25.2222222222222,734.8,265.3,172,1.59,6.58,-0.2,-0.24
171,"F","F5",0.087,10.75,130.7,25.2222222222222,734.8,265.3,172,1.23,5.14,-0.2,-0.24
171,"F","F5",0.097,10.76,130.8,25.2222222222222,734.8,265.3,172,2.56,10.39,-0.2,-0.24
171,"F","F5",0.113,10.77,130.9,25.2222222222222,734.8,265.3,172,2.82,11.42,-0.2,-0.24
171,"F","F5",0.119,10.77,131,25.2222222222222,734.8,265.3,172,2.22,9.05,-0.2,-0.24
171,"F","F5",1.122,10.82,130.3,24.6666666666667,734.8,267.4,174,0.5,2.26,-0.37,-0.35
171,"F","F5",1.138,10.8,130,24.6666666666667,734.8,267.5,174,0.49,2.21,-0.37,-0.35
171,"F","F5",1.146,10.77,129.5,24.6111111111111,734.8,267.6,174,0.49,2.21,-0.37,-0.35
171,"F","F5",1.157,10.72,129,24.6111111111111,734.8,267.7,174,0.49,2.23,-0.37,-0.35
171,"F","F5",1.174,10.68,128.4,24.5555555555556,734.8,267.9,174,0.5,2.24,-0.37,-0.35
171,"F","F5",1.183,10.63,127.7,24.5555555555556,734.8,268,174,0.47,2.14,-0.37,-0.35
171,"F","F5",1.191,10.57,127,24.5,734.8,268.2,174,0.46,2.12,-0.37,-0.35
171,"F","F5",1.211,10.55,126.7,24.5,734.8,268.3,174,0.46,2.1,-0.37,-0.35
171,"F","F5",1.222,10.49,125.8,24.4444444444444,734.8,268.4,174,0.46,2.09,-0.37,-0.35
171,"F","F5",1.229,10.41,124.8,24.4444444444444,734.8,268.7,175,0.48,2.17,-0.38,-0.36
171,"F","F5",1.244,10.37,124.2,24.3888888888889,734.8,268.9,175,0.5,2.24,-0.38,-0.35
171,"F","F5",1.255,10.36,124.1,24.3888888888889,734.7,269.2,175,0.52,2.32,-0.38,-0.35
171,"F","F5",1.262,10.34,123.8,24.3333333333333,734.7,269.4,175,0.54,2.42,-0.37,-0.35
171,"F","F5",1.271,10.3,123.3,24.3333333333333,734.7,269.6,175,0.58,2.57,-0.37,-0.35
171,"F","F5",1.284,10.26,122.8,24.2777777777778,734.7,269.9,175,0.61,2.67,-0.36,-0.35
171,"F","F5",1.288,10.25,122.5,24.2777777777778,734.8,270,175,0.63,2.77,-0.36,-0.35
171,"F","F5",1.293,10.2,121.9,24.2222222222222,734.8,270.2,176,0.66,2.89,-0.36,-0.35
171,"F","F5",1.308,9.79,116.9,24.1666666666667,734.8,270.4,176,0.7,3.04,-0.36,-0.34
171,"F","F5",1.315,9.65,115.1,24.1666666666667,734.8,270.6,176,0.71,3.1,-0.35,-0.34
171,"F","F5",1.321,9.57,114.2,24.1666666666667,734.8,270.8,176,0.7,3.05,-0.35,-0.34
171,"F","F5",1.332,9.49,113.1,24.1111111111111,734.8,271,176,0.72,3.11,-0.35,-0.34
171,"F","F5",1.341,9.36,111.6,24.1111111111111,734.8,271.3,176,0.73,3.18,-0.35,-0.33
171,"F","F5",1.35,9.28,110.5,24.0555555555556,734.8,271.6,177,0.74,3.2,-0.34,-0.33
171,"F","F5",1.356,9.22,109.8,24.0555555555556,734.8,271.8,177,0.75,3.26,-0.34,-0.33
171,"F","F5",1.367,9.18,109.2,24,734.8,272.1,177,0.76,3.3,-0.34,-0.33
171,"F","F5",1.37,9.09,108.1,23.9444444444444,734.8,272.4,177,0.8,3.44,-0.34,-0.33
171,"F","F5",1.374,9,107,23.9444444444444,734.8,272.7,177,0.81,3.47,-0.34,-0.33
171,"F","F6",0.011,8.87,107.5,25.1111111111111,734.8,263,171,1.05,4.43,-0.14,-0.2
171,"F","F6",0.016,8.87,107.6,25.1111111111111,734.8,263,171,1.1,4.61,-0.14,-0.2
171,"F","F6",0.021,8.88,107.7,25.1111111111111,734.8,263,171,1.12,4.7,-0.15,-0.21
171,"F","F6",0.034,8.88,107.7,25.1111111111111,734.8,263,171,1.14,4.79,-0.16,-0.21
171,"F","F6",0.043,8.89,107.8,25.1111111111111,734.8,263.1,171,1.15,4.84,-0.17,-0.22
171,"F","F6",0.049,8.89,107.9,25.1111111111111,734.8,263.1,171,1.18,4.93,-0.18,-0.22
171,"F","F6",0.063,8.9,108,25.1111111111111,734.8,263.1,171,1.18,4.93,-0.18,-0.23
171,"F","F6",0.074,8.9,108,25.1111111111111,734.8,263.1,171,1.17,4.89,-0.18,-0.23
171,"F","F6",0.758,8.67,105.3,25.1666666666667,734.8,263.6,171,1.01,4.28,-0.28,-0.29
171,"F","F6",0.783,8.58,104.3,25.1666666666667,734.7,263.6,171,1.01,4.28,-0.28,-0.29
171,"F","F6",0.799,8.53,103.6,25.1666666666667,734.7,263.6,171,1.01,4.28,-0.28,-0.29
171,"F","F6",0.811,8.48,103,25.1666666666667,734.7,263.6,171,1,4.22,-0.28,-0.29
171,"F","F6",0.834,8.41,102.2,25.1666666666667,734.7,263.6,171,1.01,4.26,-0.29,-0.3
171,"F","F6",0.834,8.38,101.7,25.1666666666667,734.8,263.7,171,1.02,4.31,-0.29,-0.3
171,"F","F6",0.856,8.35,101.5,25.1666666666667,734.8,263.7,171,1.04,4.39,-0.29,-0.3
171,"F","F6",0.871,8.28,100.6,25.1666666666667,734.8,263.7,171,1.01,4.28,-0.29,-0.3
171,"F","F6",0.878,8.27,100.4,25.1666666666667,734.8,263.7,171,1.01,4.26,-0.28,-0.3
171,"F","F6",0.884,8.22,99.8,25.1666666666667,734.8,263.7,171,0.99,4.21,-0.28,-0.29
171,"F","F6",0.892,8.14,98.8,25.1111111111111,734.8,263.8,171,0.98,4.16,-0.28,-0.29
171,"F","F6",0.914,8.1,98.3,25.1111111111111,734.8,263.8,171,1,4.25,-0.28,-0.29
171,"F","F6",0.924,8.08,98.1,25.1111111111111,734.8,263.8,171,73.78,291.62,-0.27,-0.29
171,"F","F6",0.933,8.08,98.1,25.1111111111111,734.8,263.9,172,27.54,109.04,-0.27,-0.29
171,"F","F7",0.014,10.34,125.7,25.2222222222222,734.7,264.2,172,3.34,13.47,0.02,-0.1
171,"F","F7",0.021,10.35,125.9,25.2222222222222,734.7,264.2,172,3.41,13.76,0.01,-0.1
171,"F","F7",0.045,10.36,126,25.2222222222222,734.8,264.3,172,4.43,17.77,0.01,-0.1
171,"F","F7",0.778,10.19,123.9,25.1666666666667,734.7,264.4,172,1.51,6.23,-0.12,-0.19
171,"F","F7",0.778,10.19,123.9,25.1666666666667,734.7,264.4,172,1.51,6.23,-0.12,-0.19
171,"F","F7",0.818,9.96,121.1,25.1666666666667,734.7,264.5,172,1.51,6.23,-0.12,-0.19
171,"F","F7",0.827,9.82,119.3,25.1666666666667,734.7,264.5,172,2.2,8.99,-0.12,-0.19
171,"F","F7",0.838,9.77,118.7,25.1666666666667,734.8,264.5,172,5.45,21.81,-0.13,-0.19
171,"F","F7",0.864,9.73,118.1,25.1666666666667,734.8,264.5,172,3.27,13.2,-0.13,-0.2
171,"F","F7",0.873,9.64,117.1,25.1666666666667,734.8,264.5,172,2.52,10.23,-0.14,-0.2
171,"F","F7",0.885,9.53,115.7,25.1666666666667,734.8,264.5,172,5.15,20.62,-0.14,-0.2
171,"F","F7",0.906,9.38,113.9,25.1111111111111,734.7,264.5,172,3.03,12.23,-0.14,-0.2
171,"F","F7",0.916,9.25,112.3,25.1111111111111,734.7,264.5,172,1.2,5.03,-0.14,-0.2
171,"F","F7",0.924,9.11,110.6,25.1111111111111,734.7,264.5,172,0.95,4.02,-0.15,-0.21
171,"F","F7",0.941,9.01,109.3,25.1111111111111,734.7,264.6,172,1.08,4.56,-0.15,-0.21
171,"F","F7",0.949,9.01,109.3,25.1111111111111,734.7,264.6,172,1.66,6.82,-0.15,-0.21
171,"F","F7",0.955,9,109.2,25.0555555555556,734.7,264.6,172,2.93,11.85,-0.15,-0.21
171,"F","F7",0.966,8.96,108.7,25.0555555555556,734.7,264.6,172,3.15,12.72,-0.16,-0.21
171,"F","F7",0.988,8.91,108.1,25.0555555555556,734.7,264.6,172,2.23,9.09,-0.17,-0.22
171,"F","F7",0.999,8.86,107.4,25.0555555555556,734.7,264.7,172,2.23,9.09,-0.17,-0.22
171,"F","F8",0.019,11.42,138.8,25.2222222222222,734.7,266,173,3.3,13.32,-0.04,-0.14
171,"F","F8",0.028,11.43,138.9,25.2222222222222,734.8,266,173,3.42,13.8,-0.05,-0.14
171,"F","F8",0.962,11.39,138.2,25.1111111111111,734.7,267.2,174,1.18,4.94,0,-0.11
171,"F","F8",0.985,11.27,136.7,25.0555555555556,734.7,267.4,174,0.36,1.72,0,-0.11
171,"F","F8",0.996,11.15,135.3,25.0555555555556,734.7,267.4,174,0.61,2.71,0,-0.11
171,"F","F8",1.005,11.13,135,23.8888888888889,734.7,273.6,178,0.48,2.17,-0.01,-0.12
171,"F","F8",1.031,11.05,134,23.7777777777778,734.8,274.1,178,1.18,4.94,-0.01,-0.12
171,"F","F8",1.045,11.4,135.1,23.7777777777778,734.8,274.1,178,0.77,3.34,-0.02,-0.12
171,"F","F8",1.055,11.32,134,23.7777777777778,734.8,274.1,178,0.77,3.34,-0.02,-0.12
171,"F","F8",1.067,11.24,133.1,23.7222222222222,734.8,274.3,178,0.77,3.34,-0.02,-0.12
171,"F","F8",1.092,11.15,131.9,23.6111111111111,734.7,274.9,179,0.77,3.34,-0.03,-0.13
171,"F","F8",1.106,10.97,129.7,23.6666666666667,734.7,274.7,179,0.82,3.54,-0.03,-0.13
171,"F","F8",1.106,10.97,129.7,23.6666666666667,734.7,274.7,179,0.82,3.54,-0.03,-0.13
171,"F","F8",1.145,10.75,127,23.6666666666667,734.7,274.5,178,1.05,4.42,-0.04,-0.13
171,"F","F8",1.159,10.55,124.6,23.6666666666667,734.8,274.5,178,1.12,4.69,-0.04,-0.14
171,"F","F8",1.17,10.54,124.6,23.6111111111111,734.8,274.9,179,1.21,5.04,-0.04,-0.14
171,"F","F8",1.19,10.5,124.1,23.5555555555556,734.8,275,179,2.39,9.74,-0.04,-0.14
171,"F","F8",1.202,10.44,123.2,23.5555555555556,734.8,275.2,179,2.51,10.19,-0.04,-0.14
171,"F","F8",1.214,9.98,117.7,23.5555555555556,734.8,275.2,179,2.4,9.76,-0.04,-0.14
171,"F","F8",1.227,9.84,116.1,23.5,734.8,275.3,179,3.28,13.25,-0.04,-0.14
171,"F","F8",1.246,9.72,114.6,23.5,734.8,275.5,179,3.57,14.36,-0.04,-0.14
171,"F","F8",1.253,9.69,114.1,23.4444444444444,734.8,275.8,179,3.65,14.68,-0.04,-0.13
171,"F","F8",1.26,9.54,112.4,23.4444444444444,734.7,276,179,2.93,11.84,-0.04,-0.13
171,"F","F8",1.279,9.41,110.8,23.4444444444444,734.7,276.1,179,3.15,12.72,-0.03,-0.13
171,"F","F8",1.286,9.25,108.8,23.3888888888889,734.7,276.2,180,2.5,10.17,-0.03,-0.13
171,"F","F8",1.294,9.08,106.8,23.3888888888889,734.7,276.4,180,3.16,12.76,-0.04,-0.14
171,"F","F8",1.311,8.92,104.9,23.3333333333333,734.7,276.6,180,1.55,6.4,-0.03,-0.13
171,"F","F8",1.32,8.8,103.4,23.3333333333333,734.7,276.8,180,2.56,10.4,-0.03,-0.13
171,"F","F8",1.329,8.73,102.6,23.3333333333333,734.7,277.1,180,2.6,10.55,-0.04,-0.14
171,"F","F8",1.346,8.59,100.8,23.2777777777778,734.7,277.4,180,2.6,10.55,-0.04,-0.14
171,"F","F9",0.01,9.86,119.7,25.1666666666667,734.7,263.1,171,2.63,10.65,-0.07,-0.16
171,"F","F9",0.024,9.87,119.8,25.1666666666667,734.7,263.1,171,2.61,10.59,-0.07,-0.16
171,"F","F9",0.033,9.87,119.9,25.1666666666667,734.7,263.2,171,2.6,10.56,-0.08,-0.16
171,"F","F9",0.047,9.88,120,25.1666666666667,734.7,263.2,171,2.59,10.52,-0.08,-0.16
171,"F","F9",0.077,9.89,120.1,25.1666666666667,734.7,263.2,171,2.6,10.55,-0.08,-0.16
171,"F","F9",0.096,9.89,120.2,25.1666666666667,734.7,263.2,171,2.6,10.56,-0.08,-0.17
171,"F","F9",0.113,9.9,120.2,25.1666666666667,734.7,263.2,171,2.56,10.4,-0.09,-0.17
171,"F","F9",0.164,9.91,120.3,25.1666666666667,734.7,263.2,171,3.2,12.93,-0.09,-0.17
171,"F","F9",0.164,9.91,120.3,25.1666666666667,734.7,263.2,171,3.2,12.93,-0.09,-0.17
171,"F","F9",0.178,9.91,120.4,25.1666666666667,734.8,263.2,171,1.71,7.05,-0.09,-0.17
171,"F","F9",0.209,9.92,120.5,25.1666666666667,734.8,263.3,171,2.64,10.71,-0.09,-0.17
171,"F","F9",0.226,9.92,120.5,25.1666666666667,734.8,263.3,171,3.56,14.33,-0.09,-0.17
171,"F","F9",0.242,9.93,120.6,25.1666666666667,734.8,263.3,171,2.66,10.79,-0.1,-0.17
171,"F","F9",0.259,9.94,120.7,25.1666666666667,734.7,263.3,171,2.56,10.4,-0.1,-0.17
171,"F","F9",0.301,9.94,120.7,25.1666666666667,734.7,263.3,171,3.34,13.45,-0.1,-0.17
171,"F","F9",0.321,9.95,120.8,25.1666666666667,734.7,263.3,171,3.2,12.91,-0.1,-0.17
171,"F","F9",0.342,9.95,120.8,25.1666666666667,734.7,263.3,171,3.39,13.66,-0.1,-0.17
171,"F","F9",0.38,9.95,120.9,25.1666666666667,734.6,263.3,171,2.32,9.45,-0.1,-0.18
171,"F","F9",0.399,9.96,121,25.1666666666667,734.6,263.3,171,1.41,5.84,-0.1,-0.18
171,"F","F9",0.415,9.96,121,25.1666666666667,734.6,263.4,171,1.41,5.84,-0.1,-0.17
171,"F","F9",0.448,9.97,121.1,25.1666666666667,734.6,263.4,171,1.41,5.84,-0.1,-0.17
171,"F","F9",0.464,9.97,121.1,25.1666666666667,734.7,263.4,171,1.41,5.84,-0.1,-0.17
171,"F","F9",0.477,9.97,121.2,25.1666666666667,734.7,263.4,171,1.74,7.14,-0.1,-0.17
171,"F","F9",0.491,9.98,121.2,25.1666666666667,734.7,263.4,171,2.48,10.06,-0.1,-0.18
171,"F","F9",0.516,9.98,121.2,25.1666666666667,734.7,263.4,171,2.48,10.06,-0.1,-0.18
171,"F","F9",0.53,9.98,121.3,25.1666666666667,734.7,263.4,171,2.88,11.64,-0.1,-0.18
171,"F","F9",0.543,9.99,121.3,25.1666666666667,734.7,263.4,171,2.88,11.64,-0.1,-0.18
171,"F","F9",0.583,9.99,121.4,25.1666666666667,734.7,263.4,171,3.59,14.46,-0.1,-0.17
171,"F","F9",0.583,9.99,121.4,25.1666666666667,734.7,263.4,171,3.59,14.46,-0.1,-0.17
171,"F","F9",0.594,10,121.5,25.1666666666667,734.7,263.4,171,2.59,10.52,-0.1,-0.18
171,"F","F9",0.618,10,121.5,25.1666666666667,734.7,263.4,171,2.86,11.57,-0.1,-0.18
171,"F","F9",0.634,10,121.5,25.1666666666667,734.7,263.4,171,2.65,10.74,-0.11,-0.18
171,"F","F9",0.65,10,121.5,25.1666666666667,734.7,263.4,171,1.49,6.17,-0.11,-0.18
171,"F","F9",0.698,10.01,121.6,25.1666666666667,734.7,263.5,171,1.49,6.17,-0.11,-0.18
171,"F","F9",0.728,10.01,121.6,25.1666666666667,734.7,263.5,171,1.71,7.02,-0.12,-0.19
171,"F","F10",0.026,11,133.7,25.2222222222222,734.9,264.9,172,4.13,16.58,0.18,0
171,"F","F10",0.032,11,133.7,25.2222222222222,734.9,264.9,172,4.84,19.39,0.17,0
171,"F","F10",0.783,10.54,128.1,25.2222222222222,734.8,264.9,172,4.39,17.62,0.18,0.01
171,"F","F10",0.796,10.44,126.9,25.2222222222222,734.7,264.9,172,4.3,17.28,0.18,0.01
171,"F","F10",0.8,10.32,125.4,25.2222222222222,734.7,264.9,172,6.9,27.54,0.19,0.01
171,"F","F10",0.804,10.18,123.7,25.2222222222222,734.7,264.9,172,4.46,17.9,0.19,0.01
171,"F","F10",0.809,10.06,122.2,25.1666666666667,734.7,264.9,172,4.49,18.03,0.2,0.02
171,"F","F10",0.81,9.94,120.8,25.1666666666667,734.7,264.9,172,3.6,14.48,0.2,0.02
171,"F","F11",0.012,10.58,128.3,25.1111111111111,734.7,265.8,173,4.06,16.33,0.05,-0.08
171,"F","F11",0.93,10.5,127.2,25,734.8,265.9,173,5.05,20.25,0,-0.11
171,"F","F11",0.953,10.39,125.8,25,734.7,266,173,5.57,22.26,-0.01,-0.12
171,"F","F11",0.966,10.27,124.3,25,734.7,266,173,1.33,5.54,-0.01,-0.12
171,"F","F11",0.979,10.23,123.8,24.9444444444444,734.7,266.1,173,1.71,7.04,-0.01,-0.12
171,"F","F11",1,10.18,123.2,24.9444444444444,734.7,266.1,173,1.52,6.3,-0.01,-0.12
171,"F","F11",1.009,10.11,122.3,24.9444444444444,734.7,266.1,173,2.37,9.64,-0.02,-0.13
171,"F","F11",1.017,9.98,120.8,24.8888888888889,734.7,266.1,173,1.82,7.45,-0.03,-0.13
171,"F","F11",1.034,9.88,119.5,24.8888888888889,734.7,266.2,173,2.75,11.13,-0.03,-0.13
171,"F","F11",1.042,9.81,118.5,24.8333333333333,734.7,266.2,173,0.68,2.96,-0.04,-0.14
171,"F","F11",1.048,9.7,117.2,24.8333333333333,734.8,266.2,173,1.29,5.38,-0.05,-0.14
171,"F","F11",1.054,9.66,116.6,24.8333333333333,734.8,266.3,173,3.44,13.88,-0.05,-0.14
171,"F","F11",1.068,9.66,116.6,24.8333333333333,734.8,266.3,173,3.44,13.88,-0.05,-0.15
171,"F","F11",1.076,9.64,116.3,24.7777777777778,734.8,266.4,173,3.44,13.88,-0.05,-0.15
171,"F","F11",1.084,9.6,115.8,24.7777777777778,734.7,266.5,173,3.44,13.88,-0.06,-0.15
171,"F","F11",1.1,9.55,115.2,24.7222222222222,734.7,266.5,173,2.56,10.41,-0.06,-0.15
171,"F","F11",1.112,9.5,114.6,24.7222222222222,734.7,266.6,173,1.86,7.63,-0.06,-0.15
171,"F","F11",1.121,9.14,110.1,24.6666666666667,734.7,266.7,173,1.57,6.48,-0.06,-0.15
171,"F","F11",1.137,9.05,109,24.6666666666667,734.7,266.8,173,1.37,5.69,-0.07,-0.16
171,"F","F11",1.147,8.94,107.7,24.6666666666667,734.7,267,174,1.3,5.41,-0.07,-0.16
171,"F","F11",1.155,8.9,107.1,24.6111111111111,734.7,267.1,174,0.73,3.18,-0.08,-0.16
171,"F","F11",1.164,8.81,106,24.6111111111111,734.7,267.2,174,1.01,4.26,-0.08,-0.16
171,"F","F11",1.179,8.75,105.2,24.5555555555556,734.8,267.3,174,1.65,6.8,-0.09,-0.17
171,"F","F11",1.183,8.66,104.1,24.5555555555556,734.8,267.4,174,1.87,7.67,-0.09,-0.17
171,"F","F11",1.194,8.58,103.1,24.5,734.8,267.5,174,1.44,5.99,-0.09,-0.17
171,"F","F11",1.212,8.48,101.8,24.4444444444444,734.8,267.7,174,1.05,4.42,-0.1,-0.18
171,"F","F11",1.218,8.39,100.6,24.4444444444444,734.8,267.8,174,1.5,6.19,-0.11,-0.18
171,"F","F11",1.225,8.27,99.1,24.4444444444444,734.8,268,174,1.52,6.3,-0.11,-0.18
171,"F","F11",1.238,8.22,98.5,24.3888888888889,734.8,268.1,174,1.52,6.3,-0.12,-0.19
171,"F","F11",1.247,8.12,97.3,24.3333333333333,734.8,268.3,174,1.52,6.3,-0.12,-0.19
171,"F","F11",1.254,8.13,97.3,24.3333333333333,734.7,268.5,175,1.52,6.3,-0.13,-0.19
171,"F","F12",0.011,9.23,112.1,25.1666666666667,734.7,262.1,170,1.38,5.74,-0.06,-0.15
171,"F","F12",0.018,9.24,112.2,25.1666666666667,734.7,262.1,170,1.39,5.77,-0.05,-0.15
171,"F","F12",0.031,9.24,112.3,25.1666666666667,734.7,262.1,170,1.39,5.75,-0.06,-0.15
171,"F","F12",0.041,9.25,112.3,25.1666666666667,734.6,262.1,170,1.37,5.71,-0.07,-0.15
171,"F","F12",0.055,9.26,112.4,25.1666666666667,734.6,262.1,170,1.38,5.75,-0.07,-0.16
171,"F","F12",0.078,9.53,115.8,25.1666666666667,734.6,262.1,170,1.38,5.75,-0.07,-0.16
171,"F","F12",0.09,9.54,115.8,25.1666666666667,734.6,262.1,170,1.38,5.72,-0.07,-0.16
171,"F","F12",0.102,9.54,115.9,25.1666666666667,734.8,262.1,170,1.39,5.78,-0.08,-0.16
171,"F","F12",0.129,9.55,116,25.1666666666667,734.8,262.1,170,1.39,5.78,-0.07,-0.16
171,"F","F12",0.147,9.56,116.2,25.1666666666667,734.8,262.1,170,1.39,5.79,-0.08,-0.16
171,"F","F12",0.163,9.57,116.2,25.1666666666667,734.8,262.1,170,1.39,5.78,-0.09,-0.17
171,"F","F12",0.188,9.58,116.4,25.1666666666667,734.7,262.1,170,1.4,5.82,-0.09,-0.17
171,"F","F12",0.199,9.57,116.2,25.1666666666667,734.7,262.1,170,1.42,5.89,-0.09,-0.17
171,"F","F12",0.199,9.57,116.2,25.1666666666667,734.7,262.1,170,1.42,5.89,-0.09,-0.17
171,"F","F12",0.221,9.6,116.6,25.1666666666667,734.7,262.2,170,1.42,5.89,-0.11,-0.18
171,"F","F12",0.24,9.59,116.5,25.1666666666667,734.8,262.2,170,1.41,5.85,-0.11,-0.18
171,"F","F12",0.247,9.61,116.7,25.1666666666667,734.8,262.2,170,1.41,5.84,-0.11,-0.18
171,"F","F12",0.258,9.6,116.6,25.1666666666667,734.8,262.2,170,1.41,5.86,-0.11,-0.18
171,"F","F12",0.28,9.6,116.6,25.1666666666667,734.8,262.2,170,1.42,5.89,-0.11,-0.18
171,"F","F12",0.295,9.61,116.7,25.1666666666667,734.7,262.2,170,1.44,5.95,-0.1,-0.18
171,"F","F12",0.307,9.61,116.8,25.1666666666667,734.7,262.2,170,1.43,5.92,-0.11,-0.18
171,"F","F12",0.334,9.62,116.8,25.1666666666667,734.7,262.2,170,1.43,5.93,-0.11,-0.18
171,"F","F12",0.347,9.62,116.9,25.1666666666667,734.7,262.2,170,1.45,5.99,-0.11,-0.18
171,"F","F12",0.359,9.62,116.9,25.1666666666667,734.8,262.2,170,1.43,5.92,-0.11,-0.18
171,"F","F12",0.373,9.62,116.9,25.1666666666667,734.8,262.3,170,1.43,5.93,-0.11,-0.18
171,"F","F12",0.402,9.63,117,25.1666666666667,734.8,262.3,170,1.43,5.93,-0.12,-0.19
171,"F","F12",0.415,9.63,117,25.1666666666667,734.8,262.3,170,1.43,5.92,-0.12,-0.19
171,"F","F12",0.44,9.63,117,25.1666666666667,734.8,262.3,170,1.42,5.91,-0.12,-0.19
171,"F","F12",0.452,9.64,117.1,25.1666666666667,734.8,262.3,170,2.61,10.6,-0.12,-0.19
171,"F","F12",0.462,9.64,117.1,25.1666666666667,734.8,262.3,170,2.06,8.43,-0.12,-0.19
171,"F","F12",0.472,9.64,117.1,25.1666666666667,734.8,262.3,170,1.9,7.78,-0.12,-0.19
171,"F","F12",0.489,9.64,117.1,25.1666666666667,734.8,262.3,171,1.84,7.57,-0.12,-0.19
171,"F","F12",0.497,9.64,117.2,25.1666666666667,734.8,262.3,171,1.48,6.14,-0.12,-0.19
171,"F","F12",0.508,9.65,117.2,25.1666666666667,734.8,262.3,171,2.33,9.49,-0.12,-0.19
171,"F","F12",0.508,9.65,117.2,25.1666666666667,734.8,262.3,171,2.33,9.49,-0.12,-0.19
171,"F","F12",0.511,9.65,117.2,25.1666666666667,734.8,262.4,171,1.22,5.09,-0.12,-0.19
171,"F","F13",0.014,10.15,123.5,25.2222222222222,734.8,263.8,171,6,23.98,0.36,0.12
171,"F","F13",0.014,10.15,123.5,25.2222222222222,734.8,263.8,171,6,23.98,0.36,0.12
171,"F","F13",0.025,10.16,123.6,25.2222222222222,734.8,263.9,172,6.35,25.37,0.36,0.12
171,"F","F13",0.048,10.17,123.7,25.2222222222222,734.8,263.9,172,6.35,25.37,0.37,0.13
171,"F","F13",0.059,10.17,123.8,25.2222222222222,734.8,263.9,172,6.35,25.37,0.38,0.13
171,"F","F13",0.071,10.18,123.8,25.2222222222222,734.8,264,172,6.35,25.37,0.38,0.13
171,"F","F13",0.096,10.19,123.9,25.2222222222222,734.8,264,172,6.35,25.37,0.38,0.14
171,"F","F13",0.109,10.19,124,25.2222222222222,734.8,264,172,4.38,17.57,0.38,0.14
